Word,Language
ouk epiorkeseis ou ouk epiorkeseis ou ouk,AncientGreek
umas kathesai tekhnites umas kathesai tekhnites,AncientGreek
panti to panti to panti to panti to panti to,AncientGreek
ta proeiremena dexasthe ta proeiremena dexasthe,AncientGreek
touto poiei touto poiei touto poiei touto poiei,AncientGreek
oudepote gigonen ex oudepote gigonen ex oudepote,AncientGreek
ei men gar ei men gar ei men gar ei men gar ei,AncientGreek
par umon akoueto par umon akoueto par umon,AncientGreek
sate arton kai sate arton kai sate arton kai,AncientGreek
poton edokas tois poton edokas tois poton edokas,AncientGreek
sunes ou kollomenoi sunes ou kollomenoi sunes ou,AncientGreek
ean sitian poies ean sitian poies ean sitian,AncientGreek
odoi duo eisi odoi duo eisi odoi duo eisi odoi,AncientGreek
e men oun e men oun e men oun e men oun e men,AncientGreek
osper en osper en osper en osper en osper en,AncientGreek
prostheinai dikaiosunen kai prostheinai,AncientGreek
pas de o pas de o pas de o pas de o pas de o,AncientGreek
os kai to os kai to os kai to os kai to os kai,AncientGreek
agapeseis ton theon agapeseis ton theon,AncientGreek
toutou eireken o toutou eireken o toutou eireken,AncientGreek
dounai medeis auton dounai medeis auton dounai,AncientGreek
autou ean de autou ean de autou ean de autou ean,AncientGreek
oude diglossos pagis oude diglossos pagis oude,AncientGreek
ou klepseis ou ou klepseis ou ou klepseis ou ou,AncientGreek
tou paidos sou tou paidos sou tou paidos sou tou,AncientGreek
umon me sbesthetosan umon me sbesthetosan umon,AncientGreek
arguriou de kai arguriou de kai arguriou de kai,AncientGreek
auton os kurion auton os kurion auton os kurion,AncientGreek
tou kuriou teleios tou kuriou teleios tou kuriou,AncientGreek
phones salpiggos kai phones salpiggos kai phones,AncientGreek
os oi upokritai os oi upokritai os oi upokritai,AncientGreek
ouk epithumeseis ouk epithumeseis ouk,AncientGreek
de panta to de panta to de panta to de panta to,AncientGreek
os dan os dan os dan os dan os dan,AncientGreek
ekei kurios estin ekei kurios estin ekei kurios,AncientGreek
nantai keleuseis de nantai keleuseis de nantai,AncientGreek
pseudoprophetes pseudoprophetes pseudoprophetes,AncientGreek
lio tou kuriou lio tou kuriou lio tou kuriou lio,AncientGreek
aute gar estin aute gar estin aute gar estin,AncientGreek
tou diaphora de tou diaphora de tou diaphora de,AncientGreek
oidos mede mathematikos oidos mede mathematikos,AncientGreek
ti en sunokhe ti en sunokhe ti en sunokhe ti en,AncientGreek
tous aionas tous aionas tous aionas tous aionas,AncientGreek
emin dia iesou emin dia iesou emin dia iesou,AncientGreek
men to labein men to labein men to labein men to,AncientGreek
phetais autoi gar phetais autoi gar phetais,AncientGreek
me ekhes ekkheon me ekhes ekkheon me ekhes,AncientGreek
ton sarkikon kai ton sarkikon kai ton sarkikon,AncientGreek
kuriou phulaxeis de kuriou phulaxeis de kuriou,AncientGreek
teos kai athanasias teos kai athanasias teos kai,AncientGreek
kron ou panton kron ou panton kron ou panton,AncientGreek
arkhaioi prophetai arkhaioi prophetai arkhaioi,AncientGreek
pas de pas de pas de pas de pas de,AncientGreek
misountas umas kai misountas umas kai misountas,AncientGreek
kai pas kai pas kai pas kai pas kai pas,AncientGreek
meta de to meta de to meta de to meta de to meta,AncientGreek
phoneuseis teknon en phoneuseis teknon en,AncientGreek
alla apo neotetos alla apo neotetos alla apo,AncientGreek
ristein osa thelousin ristein osa thelousin,AncientGreek
theto epeita de theto epeita de theto epeita de,AncientGreek
emeis aphiemen tois emeis aphiemen tois emeis,AncientGreek
eis lukous kai eis lukous kai eis lukous kai eis,AncientGreek
pro de tou pro de tou pro de tou pro de tou pro,AncientGreek
pater emon uper pater emon uper pater emon uper,AncientGreek
ton arton emon ton arton emon ton arton emon ton,AncientGreek
theto to thelema theto to thelema theto to,AncientGreek
kai aphes  kai aphes  kai aphes  kai aphes  kai,AncientGreek
ouk ese ouk ese ouk ese ouk ese ouk ese,AncientGreek
oidate ten oran oidate ten oran oidate ten oran,AncientGreek
ou diallagosin ina ou diallagosin ina ou,AncientGreek
alla memestomenos praxei alla memestomenos,AncientGreek
dounai oude dounai oude dounai oude dounai oude,AncientGreek
gia zelotupia thrasutes gia zelotupia thrasutes,AncientGreek
tris tes tris tes tris tes tris tes tris tes,AncientGreek
tois epi ton tois epi ton tois epi ton tois epi,AncientGreek
doseis lutrosin amartion doseis lutrosin,AncientGreek
ekluesthosan alla ginesthe ekluesthosan alla,AncientGreek
panton ponera esti panton ponera esti panton,AncientGreek
kurios kai pantes kurios kai pantes kurios kai,AncientGreek
all ean ekhe all ean ekhe all ean ekhe all ean,AncientGreek
dunasthe ou menei dunasthe ou menei dunasthe ou,AncientGreek
onoma patros kai onoma patros kai onoma patros,AncientGreek
uperidete autous autoi uperidete autous autoi,AncientGreek
tes oude arpax tes oude arpax tes oude arpax tes,AncientGreek
peri de tou peri de tou peri de tou peri de tou,AncientGreek
proseukhesthe proseukhesthe proseukhesthe,AncientGreek
alla kai alla kai alla kai alla kai alla kai,AncientGreek
gar estin ouai gar estin ouai gar estin ouai gar,AncientGreek
ai de nesteiai ai de nesteiai ai de nesteiai ai,AncientGreek
meta dikaion kai meta dikaion kai meta dikaion,AncientGreek
propheten lalounta en propheten lalounta en,AncientGreek
en gar en gar en gar en gar en gar,AncientGreek
agiou onomatos sou agiou onomatos sou agiou,AncientGreek
pneumatos en udati pneumatos en udati pneumatos,AncientGreek
semeion ekpetaseos en semeion ekpetaseos en,AncientGreek
peri toutou de peri toutou de peri toutou de,AncientGreek
tekna apo touton tekna apo touton tekna apo,AncientGreek
ek gar touton ek gar touton ek gar touton ek gar,AncientGreek
katharan oti basileus katharan oti basileus,AncientGreek
pros umas axios pros umas axios pros umas axios,AncientGreek
pro tanton pro tanton pro tanton pro tanton pro,AncientGreek
kataponoumeno ou ginoskontes kataponoumeno ou,AncientGreek
didaskon ten aletheian didaskon ten aletheian,AncientGreek
mnestheti kurie tes mnestheti kurie tes,AncientGreek
sate eukharistoumen soi sate eukharistoumen soi,AncientGreek
ou apodo ton ou apodo ton ou apodo ton ou apodo,AncientGreek
ton to kurio ton to kurio ton to kurio ton to,AncientGreek
eukhas umon kai eukhas umon kai eukhas umon kai,AncientGreek
theou mnesthese nuktos theou mnesthese nuktos,AncientGreek
ta tais psukhais ta tais psukhais ta tais,AncientGreek
latreiai mageiai pharmakeiai latreiai mageiai,AncientGreek
ginou makrothumos ginou makrothumos ginou,AncientGreek
akakos kai esukhios akakos kai esukhios akakos,AncientGreek
ouk estai ouk estai ouk estai ouk estai ouk,AncientGreek
kon ekklesias me kon ekklesias me kon ekklesias,AncientGreek
kai ton khitona kai ton khitona kai ton khitona,AncientGreek
tai khristianos tai khristianos tai khristianos,AncientGreek
isthi de praus isthi de praus isthi de praus,AncientGreek
kai skandalisthesontai polloi kai,AncientGreek
doxa eis tous doxa eis tous doxa eis tous doxa,AncientGreek
apo pantos omoiou apo pantos omoiou apo pantos,AncientGreek
ton thlibomenon plousion ton thlibomenon,AncientGreek
en ekklesia en ekklesia en ekklesia en ekklesia,AncientGreek
ouk upsoseis ouk upsoseis ouk upsoseis ouk,AncientGreek
dexe eidos oti dexe eidos oti dexe eidos oti,AncientGreek
lous kai dioxousi lous kai dioxousi lous kai,AncientGreek
deutera de deutera de deutera de deutera de,AncientGreek
gregoreite uper tes gregoreite uper tes,AncientGreek
dos moi arguria dos moi arguria dos moi arguria,AncientGreek
eis to poneron eis to poneron eis to poneron eis,AncientGreek
puknos de sunakhthesesthe puknos de,AncientGreek
ten porneian mede ten porneian mede ten porneian,AncientGreek
sthai auten apo sthai auten apo sthai auten apo,AncientGreek
kalesai all eph kalesai all eph kalesai all eph,AncientGreek
mone mataia agapontes mone mataia agapontes mone,AncientGreek
ton kai pempte ton kai pempte ton kai pempte ton,AncientGreek
soi eukharistesosin emin soi eukharistesosin,AncientGreek
aute eulogeite tous aute eulogeite tous aute,AncientGreek
seauton oude doseis seauton oude doseis seauton,AncientGreek
peri de peri de peri de peri de peri de,AncientGreek
eisenegkes emas eis eisenegkes emas eis,AncientGreek
teknon mou tou teknon mou tou teknon mou tou,AncientGreek
autous phoneis teknon autous phoneis teknon,AncientGreek
me khreian ekhon me khreian ekhon me khreian,AncientGreek
oude diakrineite pasa oude diakrineite pasa oude,AncientGreek
photerois theon ou photerois theon ou photerois,AncientGreek
eltheto kharis kai eltheto kharis kai eltheto,AncientGreek
oi de upomeinantes oi de upomeinantes oi de,AncientGreek
ton peraton tes ton peraton tes ton peraton tes,AncientGreek
strepson auto kai strepson auto kai strepson,AncientGreek
tos didaskalos alethinos tos didaskalos,AncientGreek
temporos esti prosekhete temporos esti,AncientGreek
astokhounti kata tou astokhounti kata tou,AncientGreek
o prophetes o prophetes o prophetes o prophetes,AncientGreek
udor zon eis udor zon eis udor zon eis udor zon,AncientGreek
tolon kai propheton tolon kai propheton tolon,AncientGreek
erkhomenos pros umas erkhomenos pros umas,AncientGreek
ou moikheuseis ou ou moikheuseis ou ou,AncientGreek
dunasai en psukhro dunasai en psukhro dunasai en,AncientGreek
blasphemian mede authades blasphemian mede,AncientGreek
tis soi do tis soi do tis soi do tis soi do tis,AncientGreek
apo tou ponerou apo tou ponerou apo tou ponerou,AncientGreek
anoixas ten aparkhen anoixas ten aparkhen,AncientGreek
dioktai agathon misountes dioktai agathon,AncientGreek
ei gar en ei gar en ei gar en ei gar en ei gar,AncientGreek
pezan en pneumati pezan en pneumati pezan en,AncientGreek
psukheseis poteron estai psukheseis poteron,AncientGreek
auxanouses gar tes auxanouses gar tes auxanouses,AncientGreek
rada kai paraskeuen rada kai paraskeuen rada kai,AncientGreek
an ton propheton an ton propheton an ton,AncientGreek
kai tote kai tote kai tote kai tote kai tote,AncientGreek
sontai up autou sontai up autou sontai up autou,AncientGreek
baptisthentes eis onoma baptisthentes eis onoma,AncientGreek
poiei ou krithesetai poiei ou krithesetai poiei,AncientGreek
ouk epitaxeis ouk epitaxeis ouk epitaxeis ouk,AncientGreek
ton eidololatreia gennatai ton eidololatreia,AncientGreek
khestho ei tis khestho ei tis khestho ei tis,AncientGreek
mege pseudoprophetes esti mege pseudoprophetes,AncientGreek
tou duo ean tou duo ean tou duo ean tou duo ean,AncientGreek
umin gar leitourgousi umin gar leitourgousi umin,AncientGreek
ean aggareuse se ean aggareuse se ean aggareuse,AncientGreek
ton anthropon eis ton anthropon eis ton,AncientGreek
labon ten aparkhen labon ten aparkhen labon ten,AncientGreek
ton anomoi kritai ton anomoi kritai ton anomoi,AncientGreek
osanna to uio osanna to uio osanna to uio osanna,AncientGreek
khreian ekhon lambanei khreian ekhon lambanei,AncientGreek
san oun aparkhen san oun aparkhen san oun,AncientGreek
ekhei ten krisin ekhei ten krisin ekhei ten,AncientGreek
de tou klasmatos de tou klasmatos de tou,AncientGreek
ean agapate tous ean agapate tous ean agapate,AncientGreek
umeis de douloi umeis de douloi umeis de douloi,AncientGreek
ou distaseis ou distaseis ou distaseis ou,AncientGreek
ton nephelon tou ton nephelon tou ton nephelon,AncientGreek
ephania kakia authadeia ephania kakia authadeia,AncientGreek
peri de tes peri de tes peri de tes peri de tes,AncientGreek
eskhato kairo teleiothete eskhato kairo,AncientGreek
ean ekhes ean ekhes ean ekhes ean ekhes ean,AncientGreek
proseukhesthe uper ton proseukhesthe uper ton,AncientGreek
logeseis ou mnesikakeseis logeseis ou,AncientGreek
phanesetai ta semeia phanesetai ta semeia,AncientGreek
kata tou plesion kata tou plesion kata tou,AncientGreek
touton de touton de touton de touton de touton,AncientGreek
de uper ton de uper ton de uper ton de uper ton,AncientGreek
praxeis outo poiesate praxeis outo poiesate,AncientGreek
o pas khronos o pas khronos o pas khronos o pas,AncientGreek
tote exei tote exei tote exei tote exei tote,AncientGreek
parodios estin o parodios estin o parodios estin,AncientGreek
thalmos ek gar thalmos ek gar thalmos ek gar,AncientGreek
logois auton logois auton logois auton logois,AncientGreek
apo oun apo oun apo oun apo oun apo oun,AncientGreek
bastason apo de bastason apo de bastason apo de,AncientGreek
kardiais emon kai kardiais emon kai kardiais,AncientGreek
aphilargurous kai aletheis aphilargurous kai,AncientGreek
ora me tis ora me tis ora me tis ora me tis ora,AncientGreek
on epraxe kai on epraxe kai on epraxe kai on,AncientGreek
boon te kai boon te kai boon te kai boon te kai,AncientGreek
neto en outo neto en outo neto en outo neto en,AncientGreek
me apaitei oude me apaitei oude me apaitei oude,AncientGreek
teknon mou teknon mou teknon mou teknon mou,AncientGreek
noi umon meta noi umon meta noi umon meta noi,AncientGreek
pas de prophetes pas de prophetes pas de,AncientGreek
didosthai o pater didosthai o pater didosthai o,AncientGreek
estin o tou estin o tou estin o tou estin o tou,AncientGreek
thropon alla ous thropon alla ous thropon alla,AncientGreek
tai eis kheiras tai eis kheiras tai eis kheiras,AncientGreek
pismenon epano ton pismenon epano ton pismenon,AncientGreek
to katalusai me to katalusai me to katalusai me,AncientGreek
odegei gar e odegei gar e odegei gar e odegei,AncientGreek
ean de ean de ean de ean de ean de,AncientGreek
apostraphese ton endeomenon apostraphese ton,AncientGreek
kheirotonesate oun eautois kheirotonesate oun,AncientGreek
khristou eis tous khristou eis tous khristou eis,AncientGreek
umon pronoesate pos umon pronoesate pos umon,AncientGreek
moikheiai epithumiai porneiai moikheiai,AncientGreek
menon pro mias menon pro mias menon pro mias,AncientGreek
epeide odegei eis epeide odegei eis epeide,AncientGreek
e de tou e de tou e de tou e de tou e de tou,AncientGreek
sou apo tou sou apo tou sou apo tou sou apo tou,AncientGreek
ou lepse ou lepse ou lepse ou lepse ou lepse,AncientGreek
panta eneken tou panta eneken tou panta eneken,AncientGreek
ton plesion  ton plesion  ton plesion  ton,AncientGreek
miseseis pasan upokrisin miseseis pasan,AncientGreek
ekzeteseis de ekzeteseis de ekzeteseis de,AncientGreek
pater emon o pater emon o pater emon o pater,AncientGreek
seis de makhomenous seis de makhomenous seis de,AncientGreek
en to euaggelio en to euaggelio en to euaggelio,AncientGreek
proton peri tou proton peri tou proton peri tou,AncientGreek
tounti se didou tounti se didou tounti se didou,AncientGreek
panti topo kai panti topo kai panti topo kai,AncientGreek
tes didakhes epei tes didakhes epei tes didakhes,AncientGreek
kata kuriaken de kata kuriaken de kata kuriaken,AncientGreek
ethne to auto ethne to auto ethne to auto ethne,AncientGreek
emon uper tes emon uper tes emon uper tes emon,AncientGreek
mede thele auta mede thele auta mede thele auta,AncientGreek
ton apanton phonoi ton apanton phonoi ton,AncientGreek
tos osper o tos osper o tos osper o tos osper o,AncientGreek
ginou epithumetes odegei ginou epithumetes,AncientGreek
kai panta kai panta kai panta kai panta kai,AncientGreek
tauta panta proeipontes tauta panta proeipontes,AncientGreek
soi oti dunatos soi oti dunatos soi oti dunatos,AncientGreek
onoma tou patros onoma tou patros onoma tou,AncientGreek
oude uperephanos oude uperephanos oude,AncientGreek
non mou me non mou me non mou me non mou me non,AncientGreek
exerkhomenos de exerkhomenos de exerkhomenos de,AncientGreek
theis mete aphairon theis mete aphairon theis,AncientGreek
meta tou etairou meta tou etairou meta tou,AncientGreek
sunesin gar exete sunesin gar exete sunesin gar,AncientGreek
tes pseudos ou tes pseudos ou tes pseudos ou tes,AncientGreek
iesou tou paidos iesou tou paidos iesou tou,AncientGreek
masmenos alethioos poion masmenos alethioos,AncientGreek
kollethesetai e psukhe kollethesetai e psukhe,AncientGreek
elegkhete de allelous elegkhete de allelous,AncientGreek
ou potheseis ou potheseis ou potheseis ou,AncientGreek
su despota su despota su despota su despota su,AncientGreek
me ginou me ginou me ginou me ginou me ginou,AncientGreek
tenon mou tenon mou tenon mou tenon mou tenon,AncientGreek
ta skalia teleiosan ta skalia teleiosan ta,Greek
ee diuoiria ee diuoiria ee diuoiria ee diuoiria,Greek
othen apephasise othen apephasise othen,Greek
pos kai me pos kai me pos kai me pos kai me pos,Greek
ten antidrase tou ten antidrase tou ten,Greek
o pol exere o pol exere o pol exere o pol exere,Greek
sunekhos kai eikhe sunekhos kai eikhe sunekhos,Greek
baria upasa phone baria upasa phone baria upasa,Greek
gekhise o pol gekhise o pol gekhise o pol,Greek
ito detha upopsiastei ito detha upopsiastei ito,Greek
diorismena somata epege diorismena somata epege,Greek
mualo to kephali mualo to kephali mualo to,Greek
phugei stous phremen phugei stous phremen phugei,Greek
sto ktemataki to sto ktemataki to sto ktemataki,Greek
glistrontas kai koutroubalontas glistrontas kai,Greek
oi antres tou oi antres tou oi antres tou oi,Greek
ego desmeuomai ue ego desmeuomai ue ego,Greek
anakalouse me nostalgia anakalouse me nostalgia,Greek
de bgainei de bgainei de bgainei de bgainei de,Greek
psakhouleue te psakhouleue te psakhouleue te,Greek
esas mporo na esas mporo na esas mporo na esas,Greek
e pagida uas e pagida uas e pagida uas e pagida,Greek
kai ton anastatone kai ton anastatone kai ton,Greek
tote tha tote tha tote tha tote tha tote tha,Greek
kria apo ten kria apo ten kria apo ten kria apo,Greek
e phonetou stilgkar e phonetou stilgkar e,Greek
strapheke xa  strapheke xa  strapheke xa,Greek
e threskeutike e threskeutike e threskeutike e,Greek
ean basizesai uono ean basizesai uono ean,Greek
autoi oi anthropoi autoi oi anthropoi autoi oi,Greek
ola ekei ola ekei ola ekei ola ekei ola ekei,Greek
tou eliou eis tou eliou eis tou eliou eis tou,Greek
upopsiazouai oti upopsiazouai oti upopsiazouai,Greek
eikhe pesei apo eikhe pesei apo eikhe pesei apo,Greek
isos na epiphere isos na epiphere isos na,Greek
an pethano ste an pethano ste an pethano ste an,Greek
exoikonouesoun ligo nero exoikonouesoun ligo,Greek
allaxe these uesa allaxe these uesa allaxe these,Greek
enas genetika enas genetika enas genetika enas,Greek
dio lousueno sto dio lousueno sto dio lousueno,Greek
akes aspides ta akes aspides ta akes aspides ta,Greek
xeno kai enas xeno kai enas xeno kai enas xeno,Greek
akouge akinete akouge akinete akouge akinete,Greek
mai ego edo mai ego edo mai ego edo mai ego edo,Greek
loipon sto taxidi loipon sto taxidi loipon sto,Greek
ekho milesei ekho milesei ekho milesei ekho,Greek
skies tous diastauronontan skies tous,Greek
apomakrunei apomakrunei apomakrunei apomakrunei,Greek
tha exostrakize ena tha exostrakize ena tha,Greek
la apo to la apo to la apo to la apo to la apo,Greek
no ste sakhnaua no ste sakhnaua no ste sakhnaua,Greek
thumetheite to thumetheite to thumetheite to,Greek
kous egetes planetikon kous egetes planetikon,Greek
tora o pheint tora o pheint tora o pheint tora o,Greek
kai tha akouso kai tha akouso kai tha akouso kai,Greek
e agnoste uetera e agnoste uetera e agnoste,Greek
merikas emeras eos merikas emeras eos merikas,Greek
pou etan xadelphos pou etan xadelphos pou etan,Greek
thoun ston kains thoun ston kains thoun ston,Greek
tou kindunou etan tou kindunou etan tou kindunou,Greek
enoiothe kati enoiothe kati enoiothe kati,Greek
apantesa oti auto apantesa oti auto apantesa oti,Greek
Rike parousia Rike parousia Rike parousia Rike,Greek
maza protogenous upakharikou maza protogenous,Greek
leuan uekhri to leuan uekhri to leuan uekhri to,Greek
tha matheis tha matheis tha matheis tha matheis,Greek
stous opoious ekho stous opoious ekho stous,Greek
ekho erthei ekho erthei ekho erthei ekho erthei,Greek
komuenos  ki komuenos  ki komuenos  ki komuenos,Greek
alla oti alla oti alla oti alla oti alla oti,Greek
gakriba gia na gakriba gia na gakriba gia na,Greek
auto to meridio auto to meridio auto to meridio,Greek
mpilal kaipha mpilal kaipha mpilal kaipha mpilal,Greek
eseis tha eseis tha eseis tha eseis tha eseis,Greek
enallaktikes luseis pou enallaktikes luseis pou,Greek
ste suneidese ste suneidese ste suneidese ste,Greek
kai prosexe to kai prosexe to kai prosexe to kai,Greek
re na pnixei re na pnixei re na pnixei re na,Greek
gida tote tha gida tote tha gida tote tha gida,Greek
eniose dakhtula na eniose dakhtula na eniose,Greek
meteras sou eipe meteras sou eipe meteras sou,Greek
o geromentat skhedon o geromentat skhedon o,Greek
oste etsi ekhoun oste etsi ekhoun oste etsi,Greek
eikhe bgalei eikhe bgalei eikhe bgalei eikhe,Greek
esteila uia apostole esteila uia apostole,Greek
kai olo kai olo kai olo kai olo kai olo,Greek
abebaioteta ki anarotetheke abebaioteta ki,Greek
phonto ta asteria phonto ta asteria phonto ta,Greek
kai ikanas ephodous kai ikanas ephodous kai,Greek
paremenan akineta triguro paremenan akineta,Greek
einai adunaton na einai adunaton na einai,Greek
den bgazeis to den bgazeis to den bgazeis to den,Greek
ephis ta akousa ephis ta akousa ephis ta akousa,Greek
to anepneusa to anepneusa to anepneusa to,Greek
sten pragmatikoteta sten pragmatikoteta sten,Greek
steke kathos oi steke kathos oi steke kathos oi,Greek
ntan abebaioi kai ntan abebaioi kai ntan,Greek
Rastio kai ektos Rastio kai ektos Rastio kai,Greek
kati pou kati pou kati pou kati pou kati pou,Greek
se pote na se pote na se pote na se pote na se,Greek
karaiskakes ephonaxen anaggellon karaiskakes,Greek
se kapoia ueten se kapoia ueten se kapoia ueten,Greek
edere oti opos edere oti opos edere oti opos,Greek
spiti stis kurades spiti stis kurades spiti stis,Greek
auto pou  auto pou  auto pou  auto pou  auto pou,Greek
topos ue te topos ue te topos ue te topos ue te,Greek
de apo to de apo to de apo to de apo to de apo,Greek
san na ethele san na ethele san na ethele san na,Greek
les pou ue les pou ue les pou ue les pou ue les,Greek
ekhei to blemma ekhei to blemma ekhei to blemma,Greek
ros apo auto ros apo auto ros apo auto ros apo,Greek
sunebeke omos sunebeke omos sunebeke omos,Greek
dekhteite o nton dekhteite o nton dekhteite o,Greek
zoa  ue zoa  ue zoa  ue zoa  ue zoa  ue,Greek
den mporouse na den mporouse na den mporouse na,Greek
pherontai os exes pherontai os exes pherontai os,Greek
einai dikaio skephteke einai dikaio skephteke,Greek
diatage tou pol diatage tou pol diatage tou pol,Greek
oi theies oi theies oi theies oi theies oi,Greek
dose mou ena dose mou ena dose mou ena dose mou,Greek
sigoura kapoios oumma sigoura kapoios oumma,Greek
den prophtasan den prophtasan den prophtasan den,Greek
nton to paikhnidi nton to paikhnidi nton to,Greek
sugkrotese makhen ten sugkrotese makhen ten,Greek
riguene piso ue riguene piso ue riguene piso ue,Greek
tou sto khrusaphenio tou sto khrusaphenio tou,Greek
uata tes seraggas uata tes seraggas uata tes,Greek
kratouse sto kheri kratouse sto kheri kratouse,Greek
oi theies den oi theies den oi theies den oi,Greek
exakolouthei na kanei exakolouthei na kanei,Greek
ton toikho ton toikho ton toikho ton toikho ton,Greek
akropolin akropolin akropolin akropolin,Greek
na empodisosi ten na empodisosi ten na,Greek
plai uou se plai uou se plai uou se plai uou se,Greek
ethelon apophasisei all ethelon apophasisei all,Greek
e meips tes e meips tes e meips tes e meips tes,Greek
kathotan ekei me kathotan ekei me kathotan ekei,Greek
saikhoulount skouleki tes saikhoulount skouleki,Greek
apo ton omo apo ton omo apo ton omo apo ton omo,Greek
sousou soukb sousou soukb sousou soukb sousou,Greek
ste gonia alla ste gonia alla ste gonia alla ste,Greek
den mporeis den mporeis den mporeis den mporeis,Greek
phobotan oti phobotan oti phobotan oti phobotan,Greek
ti allo uporei ti allo uporei ti allo uporei ti,Greek
tou thlimmene apo tou thlimmene apo tou,Greek
tou nesiou tes tou nesiou tes tou nesiou tes tou,Greek
tzeimis  ki tzeimis  ki tzeimis  ki tzeimis  ki,Greek
pege ponprias kai pege ponprias kai pege,Greek
deikhnoun to drouo deikhnoun to drouo deikhnoun,Greek
autos labon autos labon autos labon autos labon,Greek
de ekamete to de ekamete to de ekamete to de,Greek
einai nekros agapemene einai nekros agapemene,Greek
apo to douka apo to douka apo to douka apo to,Greek
pisteuo uonakha oti pisteuo uonakha oti pisteuo,Greek
tes suuponias tha tes suuponias tha tes,Greek
thuma ton kharkonnen thuma ton kharkonnen thuma,Greek
pheugontes protoi apantesantes pheugontes protoi,Greek
o khaouat kounese o khaouat kounese o khaouat,Greek
e atmosphaira katakluzotan e atmosphaira,Greek
stratopedon kai omilesen stratopedon kai,Greek
empodia kai xekhnoun empodia kai xekhnoun,Greek
ten kitrine phousta ten kitrine phousta ten,Greek
pou na ekane pou na ekane pou na ekane pou na,Greek
tistei sta kheile tistei sta kheile tistei sta,Greek
arkhise na  arkhise na  arkhise na  arkhise na,Greek
kai poios eiua kai poios eiua kai poios eiua kai,Greek
